# Project: Coello, Colombia
# Author: Peter Droogers, p.droogers@futurewater.nl
# Date: May-2014
# Data: Headflow per catchment, origin Laurène Bouaziz (Deltares)
# Unit: mm / month

$DateFormat = yyyy/m/d
$DecimalSymbol = .

# Col  1 - 5 catchments as defined in WEAP

#YYYY/MM/DD	1	2	3	4	5
1980/01/01	0.9250	1.2044	0.4576	1.0002	0.0000
1980/01/02	1.3705	1.7938	0.7588	2.0215	1.0127
1980/01/03	1.4940	1.9337	0.8770	2.4643	1.8488
1980/01/04	1.5161	1.9578	0.9187	2.6625	2.1884
1980/01/05	1.5014	1.9370	0.9271	2.7157	2.3073
1980/01/06	1.4776	1.8985	0.9217	2.7108	2.3325
1980/01/07	1.4574	1.8675	0.9101	2.6798	2.3138
1980/01/08	1.4390	1.8388	0.8956	2.6373	2.2836
1980/01/09	1.4242	1.8144	0.8822	2.5895	2.2476
1980/01/10	1.4116	1.7954	0.8700	2.5419	2.2104
1980/01/11	1.4006	1.7793	0.8610	2.5098	2.1838
1980/01/12	1.3895	1.7643	0.8522	2.4777	2.1609
1980/01/13	1.3784	1.7498	0.8436	2.4468	2.1397
1980/01/14	1.3685	1.7413	0.8394	2.4226	2.1285
1980/01/15	1.3725	1.7647	0.8488	2.4147	2.1073
1980/01/16	1.3670	1.7638	0.8467	2.4025	2.1031
1980/01/17	1.3579	1.7548	0.8407	2.3849	2.0916
1980/01/18	1.3505	1.7539	0.8401	2.4504	2.0990
1980/01/19	1.3407	1.7448	0.8343	2.4597	2.1000
1980/01/20	1.3304	1.7327	0.8269	2.4475	2.0895
1980/01/21	1.3199	1.7196	0.8190	2.4279	2.0738
1980/01/22	1.3094	1.7061	0.8110	2.4064	2.0597
1980/01/23	1.2989	1.6927	0.8030	2.3841	2.0444
1980/01/24	1.2886	1.6792	0.7950	2.3621	2.0283
1980/01/25	1.2783	1.6658	0.7871	2.3402	2.0108
1980/01/26	1.2681	1.6525	0.7792	2.3185	1.9928
1980/01/27	1.2579	1.6394	0.7714	2.2972	1.9746
1980/01/28	1.2479	1.6263	0.7637	2.2762	1.9563
1980/01/29	1.2379	1.6135	0.7562	2.2845	1.9465
1980/01/30	1.2283	1.6027	0.7493	2.3214	1.9840
1980/01/31	1.2186	1.5907	0.7421	2.3292	1.9875
1980/02/01	1.2297	1.6114	0.7469	2.3584	2.0018
1980/02/02	1.2367	1.6120	0.7464	2.3847	2.0283
1980/02/03	1.3163	1.7316	0.7798	2.8262	2.1766
1980/02/04	1.3495	1.7628	0.7925	3.0281	2.3575
1980/02/05	1.3850	1.7899	0.8047	3.0074	2.4328
1980/02/06	1.3844	1.7828	0.8040	2.9333	2.4594
1980/02/07	1.3751	1.7704	0.7986	2.8603	2.4430
1980/02/08	1.3650	1.7572	0.7917	2.8056	2.4147
1980/02/09	1.3545	1.7436	0.7842	2.7621	2.3872
1980/02/10	1.3438	1.7300	0.7765	2.7245	2.3623
1980/02/11	1.3332	1.7163	0.7689	2.6914	2.3386
1980/02/12	1.3226	1.7026	0.7612	2.6609	2.3158
1980/02/13	1.3120	1.6891	0.7536	2.6331	2.2936
1980/02/14	1.3015	1.6756	0.7461	2.6070	2.2718
1980/02/15	1.2912	1.6622	0.7387	2.5836	2.2515
1980/02/16	1.2875	1.6522	0.7361	2.5797	2.2431
1980/02/17	1.2832	1.6408	0.7301	2.5714	2.2316
1980/02/18	1.2750	1.6304	0.7254	2.5596	2.2514
1980/02/19	1.2658	1.6214	0.7208	2.5619	2.3705
1980/02/20	1.2690	1.6158	0.7206	2.5724	2.4060
1980/02/21	1.4052	1.6272	0.7473	2.7797	2.4608
1980/02/22	1.4197	1.6237	0.7456	2.8448	2.5339
1980/02/23	1.4047	1.6144	0.7391	2.8375	2.5422
1980/02/24	1.3846	1.6030	0.7316	2.8080	2.5209
1980/02/25	1.3694	1.5907	0.7242	2.7736	2.4909
1980/02/26	1.3574	1.5783	0.7170	2.7394	2.4632
1980/02/27	1.3462	1.5658	0.7099	2.7078	2.4379
1980/02/28	1.3353	1.5534	0.7028	2.6789	2.4139
1980/02/29	1.3247	1.5410	0.6958	2.6523	2.3907
1980/03/01	1.3141	1.5287	0.6889	2.6270	2.3680
1980/03/02	1.3036	1.5165	0.6820	2.6026	2.3457
1980/03/03	1.2932	1.5046	0.6753	2.5787	2.3236
1980/03/04	1.2829	1.4926	0.6686	2.5552	2.3019
1980/03/05	1.2781	1.5032	0.6651	2.5318	2.2746
1980/03/06	1.2692	1.4966	0.6596	2.5086	2.2593
1980/03/07	1.2596	1.4874	0.6541	2.4860	2.2470
1980/03/08	1.2497	1.4766	0.6480	2.4634	2.2300
1980/03/09	1.2398	1.4652	0.6417	2.4409	2.2108
1980/03/10	1.2299	1.4537	0.6353	2.4186	2.1908
1980/03/11	1.2208	1.4422	0.6293	2.3994	2.1710
1980/03/12	1.2112	1.4307	0.6231	2.3788	2.1516
1980/03/13	1.2016	1.4193	0.6169	2.3575	2.1318
1980/03/14	1.1920	1.4080	0.6107	2.3361	2.1120
1980/03/15	1.1855	1.4089	0.6099	2.3448	2.1245
1980/03/16	1.1771	1.4021	0.6057	2.3363	2.1244
1980/03/17	1.1680	1.3925	0.6003	2.3203	2.1147
1980/03/18	1.1634	1.3885	0.5975	2.3095	2.1026
1980/03/19	1.1788	1.4022	0.6096	2.3479	2.1846
1980/03/20	1.1759	1.4006	0.6089	2.3522	2.2494
1980/03/21	1.1886	1.4108	0.6135	2.3773	2.2791
1980/03/22	1.1855	1.4075	0.6108	2.3849	2.3002
1980/03/23	1.1783	1.3993	0.6060	2.3744	2.2976
1980/03/24	1.1697	1.3893	0.6005	2.3573	2.2847
1980/03/25	1.1606	1.3787	0.5947	2.3376	2.2674
1980/03/26	1.1515	1.3679	0.5889	2.3170	2.2482
1980/03/27	1.1424	1.3570	0.5830	2.2961	2.2282
1980/03/28	1.1333	1.3463	0.5772	2.2752	2.2079
1980/03/29	1.1242	1.3355	0.5715	2.2544	2.1875
1980/03/30	1.1181	1.3253	0.5670	2.2494	2.1715
1980/03/31	1.1100	1.3150	0.5617	2.2357	2.1554
1980/04/01	1.1015	1.3045	0.5562	2.2178	2.1373
1980/04/02	1.1446	1.3014	0.5667	2.3063	2.1746
1980/04/03	1.1768	1.3335	0.5785	2.3467	2.2084
1980/04/04	1.1735	1.3366	0.5780	2.3739	2.2374
1980/04/05	1.1658	1.3314	0.5744	2.3660	2.2325
1980/04/06	1.1721	1.3289	0.5740	2.3766	2.2342
1980/04/07	1.1678	1.3215	0.5699	2.3665	2.2270
1980/04/08	1.1682	1.3125	0.5654	2.3597	2.2101
1980/04/09	1.1668	1.3032	0.5604	2.3510	2.1958
1980/04/10	1.1602	1.2933	0.5550	2.3350	2.1800
1980/04/11	1.1526	1.2832	0.5498	2.3218	2.1636
1980/04/12	1.1475	1.2805	0.5497	2.3142	2.1671
1980/04/13	1.1395	1.2736	0.5465	2.3035	2.1884
1980/04/14	1.2057	1.5545	0.6238	2.4772	3.2667
1980/04/15	1.2083	1.6101	0.6406	2.4635	3.1136
1980/04/16	1.1986	1.5951	0.6389	2.4530	3.0093
1980/04/17	1.1873	1.5620	0.6327	2.4330	2.9253
1980/04/18	1.1773	1.5265	0.6265	2.4086	2.8592
1980/04/19	1.1678	1.5047	0.6202	2.3835	2.8003
1980/04/20	1.1592	1.4898	0.6143	2.3613	2.7486
1980/04/21	1.1501	1.4770	0.6083	2.3376	2.7017
1980/04/22	1.1502	1.4839	0.6079	2.3200	2.6532
1980/04/23	1.1885	1.5035	0.6159	2.3419	2.6270
1980/04/24	1.2656	1.5363	0.6405	2.4300	2.7019
1980/04/25	1.4689	1.8192	0.7425	2.7469	3.0274
1980/04/26	3.0566	6.2191	1.5801	4.4496	2.9855
1980/04/27	2.8384	6.3154	1.3360	4.3489	4.4371
1980/04/28	2.3653	5.2232	1.1448	3.8918	4.4789
1980/04/29	2.3138	4.9606	1.0946	3.5320	4.1089
1980/04/30	2.1435	4.3723	1.0766	3.2882	3.9655
1980/05/01	4.8750	11.9573	4.2147	3.7521	3.5905
1980/05/02	4.6598	11.9866	3.5607	3.6040	5.7057
1980/05/03	4.2544	10.8727	2.7321	3.4480	5.7317
1980/05/04	3.6182	9.0567	1.9407	3.3497	5.3418
1980/05/05	3.0589	7.2633	1.4696	3.2810	4.8487
1980/05/06	2.6045	5.6261	1.3345	3.2230	4.4147
1980/05/07	3.2383	7.0074	1.3462	3.2480	3.9370
1980/05/08	3.2866	7.0191	1.3506	3.2946	4.2777
1980/05/09	4.2669	9.3560	2.1035	3.3376	4.1561
1980/05/10	3.8468	8.4624	1.8226	3.3236	4.8401
1980/05/11	3.2685	6.9504	1.5288	3.2880	4.7135
1980/05/12	2.8977	5.5315	1.4417	3.2745	4.3603
1980/05/13	2.5195	4.3246	1.3980	3.2455	4.0669
1980/05/14	2.6123	4.8248	1.4067	3.2344	3.6311
1980/05/15	2.4430	4.2194	1.3939	3.2118	3.7603
1980/05/16	2.2839	3.6664	1.3728	3.1841	3.6689
1980/05/17	4.8908	6.1330	2.5403	5.0870	5.0801
1980/05/18	8.5705	12.5923	6.4411	10.2118	9.4318
1980/05/19	8.0585	12.3988	5.6518	10.4182	11.8424
1980/05/20	6.9457	10.7786	4.1692	8.6338	10.9933
1980/05/21	5.7480	8.9763	2.9891	6.8384	9.5460
1980/05/22	6.2706	8.0088	2.6004	6.7547	8.6378
1980/05/23	5.6858	6.7047	2.1838	6.2789	8.2129
1980/05/24	5.0787	5.3459	1.8809	5.6229	7.4251
1980/05/25	11.6126	10.9416	6.4375	12.1756	9.4020
1980/05/26	12.0531	12.3137	6.4519	12.1031	12.0330
1980/05/27	10.6105	10.9975	4.9268	10.0665	11.6802
1980/05/28	8.9987	9.3136	3.5310	8.1161	10.4377
1980/05/29	8.7838	9.6261	3.6414	7.6259	9.4699
1980/05/30	7.5443	8.4512	2.7947	6.5555	8.9286
1980/05/31	6.7697	7.4729	2.4836	6.5785	8.3751
1980/06/01	13.1934	15.2023	9.3509	19.9743	13.3564
1980/06/02	14.0543	17.0711	9.9244	21.0172	16.4215
