date,6
2009-01-01,51.1
2009-01-02,56.23
2009-01-03,52.22
2009-01-04,47.72
2009-01-05,41.31
2009-01-06,39.76
2009-01-07,50.53
2009-01-08,52.78
2009-01-09,96.6
2009-01-10,65.02
2009-01-11,60.92
2009-01-12,46.95
2009-01-13,45
2009-01-14,43.88
2009-01-15,51.47
2009-01-16,48.28
2009-01-17,56.73
2009-01-18,60.08
2009-01-19,59.83
2009-01-20,61.2
2009-01-21,47.72
2009-01-22,48.85
2009-01-23,70.96
2009-01-24,62.71
2009-01-25,63.9
2009-01-26,80.6
2009-01-27,57.95
2009-01-28,60.06
2009-01-29,63.41
2009-01-30,70.45
2009-01-31,51.1
2009-02-01,56.23
2009-02-02,48.85
2009-02-03,41.31
2009-02-04,32.4
2009-02-05,32.4
2009-02-06,38.22
2009-02-07,35.27
2009-02-08,38.22
2009-02-09,41.31
2009-02-10,46.03
2009-02-11,35.27
2009-02-12,64.47
2009-02-13,41.82
2009-02-14,63.8
2009-02-15,60.87
2009-02-16,56.39
2009-02-17,67.5
2009-02-18,57.76
2009-02-19,50.18
2009-02-20,43.64
2009-02-21,50.26
2009-02-22,61.52
2009-02-23,56.19
2009-02-24,37.54
2009-02-25,47.16
2009-02-26,41.82
2009-02-27,41.31
2009-02-28,45.57
2009-03-01,31.96
2009-03-02,33.14
2009-03-03,74.8
2009-03-04,64.94
2009-03-05,64.67
2009-03-06,57.38
2009-03-07,46.69
2009-03-08,29.76
2009-03-09,41.67
2009-03-10,27.11
2009-03-11,28.44
2009-03-12,30.2
2009-03-13,29.32
2009-03-14,28
2009-03-15,36.15
2009-03-16,51.29
2009-03-17,56.99
2009-03-18,90.43
2009-03-19,86.4
2009-03-20,90.43
2009-03-21,72.44
2009-03-22,77.43
2009-03-23,89
2009-03-24,88.35
2009-03-25,83.15
2009-03-26,83.8
2009-03-27,79.38
2009-03-28,66.88
2009-03-29,78.81
2009-03-30,80.6
2009-03-31,101
2009-04-01,79.3
2009-04-02,78.73
2009-04-03,79.93
2009-04-04,73.06
2009-04-05,67.47
2009-04-06,59.14
2009-04-07,62.71
2009-04-08,60.33
2009-04-09,56.16
2009-04-10,82.55
2009-04-11,87.05
2009-04-12,76.18
2009-04-13,66.88
2009-04-14,52.58
2009-04-15,55.31
2009-04-16,50.33
2009-04-17,54.28
2009-04-18,50.33
2009-04-19,45.68
2009-04-20,42.36
2009-04-21,49.41
2009-04-22,46.03
2009-04-23,52.22
2009-04-24,68.13
2009-04-25,66.88
2009-04-26,63.31
2009-04-27,56.79
2009-04-28,36.64
2009-04-29,37.16
2009-04-30,55.18
2009-05-01,49.19
2009-05-02,57.48
2009-05-03,54.85
2009-05-04,50.35
2009-05-05,52.87
2009-05-06,53.53
2009-05-07,43.56
2009-05-08,43.44
2009-05-09,47.47
2009-05-10,41.83
2009-05-11,47.47
2009-05-12,53.22
2009-05-13,52.64
2009-05-14,50.35
2009-05-15,41.31
2009-05-16,34.05
2009-05-17,38.2
2009-05-18,30.64
2009-05-19,26.95
2009-05-20,29.72
2009-05-21,26.95
2009-05-22,24.18
2009-05-23,25.57
2009-05-24,28.8
2009-05-25,26.49
2009-05-26,24.18
2009-05-27,25.11
2009-05-28,24.64
2009-05-29,26.03
2009-05-30,22.45
2009-05-31,26.49
2009-06-01,29.72
2009-06-02,27.88
2009-06-03,24.18
2009-06-04,21.24
2009-06-05,22.05
2009-06-06,57.48
2009-06-07,48.04
2009-06-08,184.7
2009-06-09,78.25
2009-06-10,63.69
2009-06-11,104.5
2009-06-12,46.32
2009-06-13,40.28
2009-06-14,42.35
2009-06-15,42.98
2009-06-16,53.22
2009-06-17,46.89
2009-06-18,45.74
2009-06-19,42.87
2009-06-20,44.71
2009-06-21,58.72
2009-06-22,56.33
2009-06-23,46.89
2009-06-24,50.35
2009-06-25,47.47
2009-06-26,44.02
2009-06-27,41.83
2009-06-28,46.89
2009-06-29,53.22
2009-06-30,49.77
2009-07-01,53.22
2009-07-02,67.01
2009-07-03,50.92
2009-07-04,50.35
2009-07-05,48.62
2009-07-06,46.89
2009-07-07,45.74
2009-07-08,45.17
2009-07-09,45.17
2009-07-10,42.35
2009-07-11,41.31
2009-07-12,40.28
2009-07-13,41.31
2009-07-14,37.68
2009-07-15,36.12
2009-07-16,35.6
2009-07-17,34.05
2009-07-18,33.01
2009-07-19,32.03
2009-07-20,31.57
2009-07-21,31.11
2009-07-22,51.49
2009-07-23,47.47
2009-07-24,41.83
2009-07-25,40.79
2009-07-26,36.64
2009-07-27,31.57
2009-07-28,30.18
2009-07-29,29.26
2009-07-30,28.8
2009-07-31,25.72
2009-08-01,25.57
2009-08-02,25.11
2009-08-03,24.64
2009-08-04,23.72
2009-08-05,24.64
2009-08-06,24.64
2009-08-07,25.11
2009-08-08,24.18
2009-08-09,26.49
2009-08-10,25.57
2009-08-11,26.49
2009-08-12,26.95
2009-08-13,26.95
2009-08-14,27.88
2009-08-15,27.88
2009-08-16,23.72
2009-08-17,26.49
2009-08-18,30.64
2009-08-19,26.03
2009-08-20,26.95
2009-08-21,35.08
2009-08-22,38.72
2009-08-23,46.32
2009-08-24,47.47
2009-08-25,44.02
2009-08-26,38.72
2009-08-27,34.05
2009-08-28,29.72
2009-08-29,25.57
2009-08-30,33.12
2009-08-31,46.89
2009-09-01,34.05
2009-09-02,29.26
2009-09-03,26.03
2009-09-04,26.95
2009-09-05,27.41
2009-09-06,26.49
2009-09-07,26.03
2009-09-08,23.72
2009-09-09,20.83
2009-09-10,19.62
2009-09-11,18.81
2009-09-12,18
2009-09-13,17.19
2009-09-14,20.43
2009-09-15,24.18
2009-09-16,26.03
2009-09-17,30.18
2009-09-18,33.53
2009-09-19,29.26
2009-09-20,25.57
2009-09-21,20.83
2009-09-22,19.62
2009-09-23,21.24
2009-09-24,22.05
2009-09-25,21.24
2009-09-26,21.24
2009-09-27,22.45
2009-09-28,21.64
2009-09-29,22.45
2009-09-30,21.64
2009-10-01,21.64
2009-10-02,20.83
2009-10-03,21.24
2009-10-04,49.77
2009-10-05,38.72
2009-10-06,34.57
2009-10-07,32.49
2009-10-08,29.72
2009-10-09,26.95
2009-10-10,24.18
2009-10-11,27.41
2009-10-12,31.57
2009-10-13,30.64
2009-10-14,42.06
2009-10-15,29.26
2009-10-16,26.03
2009-10-17,22.91
2009-10-18,16.79
2009-10-19,36.64
